City Name,Temperature,Pressure,Wind Degrees,Wind_Speed
Canyon Lake,82.09,1011,135,5.99
Canyon Lake,76.05,1011,165,7.0
Canyon Lake,70.52,1012,134,3.0
Canyon Lake,67.37,1013,136,3.0
Canyon Lake,65.91,1013,144,1.99
Canyon Lake,64.0,1014,125,1.99
Canyon Lake,62.89,1014,126,1.01
Canyon Lake,61.97,1014,0,0.0
Canyon Lake,61.14,1013,0,0.0
Canyon Lake,60.17,1013,0,0.0
Canyon Lake,59.49,1013,0,0.0
Canyon Lake,58.98,1013,0,0.0
Canyon Lake,58.42,1013,0,0.0
Canyon Lake,60.44,1014,0,0.0
Canyon Lake,69.06,1015,0,0.0
Canyon Lake,74.35,1015,10,4.61
Canyon Lake,79.47,1015,0,0.0
Canyon Lake,83.44,1013,331,1.99
Canyon Lake,89.58,1013,66,3.0
Canyon Lake,93.18,1012,290,3.0
Canyon Lake,93.85,1011,10,10.0
Canyon Lake,95.11,1011,309,8.99
Canyon Lake,94.05,1011,277,8.99
Brenham,89.24,1012,100,5.75
Brenham,84.52,1013,200,3.44
Brenham,81.7,1013,0,0.0
Brenham,79.9,1014,0,0.0
Brenham,79.54,1014,0,0.0
Brenham,78.8,1014,0,0.0
Brenham,78.1,1014,130,4.61
Brenham,77.59,1014,100,3.44
Brenham,77.13,1014,0,0.0
Brenham,75.85,1014,0,0.0
Brenham,74.95,1014,0,0.0
Brenham,74.16,1014,0,0.0
Brenham,73.26,1014,0,0.0
Brenham,74.86,1015,0,0.0
Brenham,78.33,1015,0,0.0
Brenham,93.58,1011,160,5.75
Brenham,88.92,1012,0,0.0
Brenham,85.23,1013,160,3.44
Brenham,84.33,1013,210,3.44
Brenham,83.52,1014,210,5.75
Brenham,81.88,1014,230,4.61
Brenham,81.01,1014,0,0.0
Brenham,80.11,1014,240,3.44
Brenham,80.06,1014,260,3.44
Brenham,80.1,1014,260,3.44
Brenham,79.36,1014,230,3.44
Brenham,78.76,1014,250,4.61
Brenham,77.94,1015,250,3.44
Brenham,78.01,1015,277,6.93
Brenham,80.53,1016,180,5.75
Brenham,83.7,1016,220,6.91
Brenham,86.23,1016,270,5.75
Brenham,91.2,1016,290,5.75
Brenham,92.71,1015,40,4.61
Brenham,94.6,1014,20,6.91
Brenham,94.96,1013,50,5.75
Brenham,94.53,1012,50,5.75
Brenham,92.35,1012,120,8.05
Brenham,90.66,1012,100,6.91
Brenham,92.19,1012,160,4.61
Brenham,86.99,1012,150,3.44
Brenham,85.3,1013,180,5.75
Brenham,83.98,1013,190,6.91
Brenham,82.62,1014,200,10.36
Brenham,81.41,1014,200,6.91
Brenham,80.67,1014,210,5.75
Brenham,79.41,1014,210,5.75
Brenham,78.55,1014,0,0.0
Brenham,77.63,1014,0,0.0
Brenham,76.69,1013,0,0.0
Brenham,75.97,1014,0,0.0
Brenham,75.58,1014,0,0.0
Brenham,76.46,1014,0,0.0
Brenham,79.56,1015,250,6.91
Brenham,83.3,1015,270,9.22
Brenham,86.97,1016,250,8.05
Brenham,89.71,1016,240,10.36
Brenham,92.89,1015,270,6.91
Brenham,94.68,1014,0,0.0
Brenham,96.15,1013,270,6.91
Brenham,97.09,1013,260,5.75
Brenham,97.57,1012,0,0.0
Brenham,96.4,1011,180,4.61
Brenham,87.1,1013,140,8.05
Brenham,83.93,1013,150,4.61
Brenham,81.32,1014,140,3.44
Brenham,80.08,1014,150,4.61
Brenham,79.03,1014,160,3.44
Brenham,77.88,1015,0,0.0
Brenham,77.52,1015,170,3.44
Brenham,76.84,1015,0,0.0
Brenham,75.88,1015,0,0.0
Brenham,75.49,1015,0,0.0
Brenham,74.34,1015,0,0.0
Brenham,73.99,1015,0,0.0
Brenham,73.27,1015,0,0.0
Brenham,74.7,1016,0,0.0
Brenham,78.33,1016,0,0.0
Brenham,83.71,1016,210,4.61
Brenham,87.12,1016,220,9.22
Brenham,90.1,1016,230,9.22
Brenham,91.45,1015,270,6.91
Brenham,93.27,1014,210,6.91
Brenham,94.91,1014,240,8.05
Brenham,95.41,1013,220,10.36
Brenham,95.13,1013,130,4.61
Brenham,94.28,1013,220,4.61
Brenham,89.31,1012,150,9.22
Brenham,85.19,1012,140,4.61
Brenham,82.56,1013,140,3.44
Brenham,81.05,1013,130,3.44
Brenham,79.86,1014,130,3.44
Brenham,79.18,1014,160,3.44
Brenham,78.78,1014,170,3.44
Brenham,78.08,1014,0,0.0
Brenham,77.43,1014,0,0.0
Brenham,76.14,1014,0,0.0
Brenham,75.65,1014,0,0.0
Brenham,74.93,1014,0,0.0
Brenham,75.18,1014,0,0.0
Brenham,77.09,1015,0,0.0
Brenham,81.9,1015,150,3.44
Brenham,85.91,1016,150,4.61
Brenham,88.14,1016,220,4.61
Brenham,90.3,1016,190,4.61
Brenham,92.37,1015,170,4.61
Brenham,90.73,1015,160,5.75
Brenham,89.28,1015,190,10.36
Brenham,90.07,1012,152,5.66
Brenham,88.48,1012,158,5.23
Brenham,88.29,1013,140,3.44
Lumberton,81.12,1012,37,5.48
Lumberton,78.44,1013,49,5.06
Lumberton,75.99,1013,56,4.76
Lumberton,74.84,1014,62,4.38
Lumberton,73.72,1014,63,3.65
Lumberton,72.64,1014,48,3.13
Lumberton,71.55,1014,45,3.02
Lumberton,70.25,1013,28,2.82
Lumberton,69.6,1013,32,3.29
Lumberton,68.52,1013,32,3.78
Lumberton,67.32,1014,28,4.41
Lumberton,66.76,1014,28,4.52
Lumberton,65.91,1014,34,4.25
Lumberton,67.44,1014,29,3.4
Lumberton,71.78,1015,28,3.96
Lumberton,87.78,1011,189,4.16
Lumberton,84.07,1010,211,5.32
Lumberton,81.73,1012,231,5.32
Lumberton,81.84,1013,221,4.59
Lumberton,80.8,1014,231,3.96
Lumberton,80.92,1013,292,3.85
Lumberton,80.53,1014,341,8.97
Lumberton,80.35,1013,352,3.31
Lumberton,78.96,1013,119,1.36
Lumberton,81.91,1013,9,4.38
Lumberton,80.33,1013,2,3.36
Lumberton,80.28,1013,349,3.65
Lumberton,80.31,1014,346,3.42
Lumberton,76.91,1014,319,3.78
Lumberton,76.91,1015,360,1.01
Lumberton,77.61,1015,11,6.29
Lumberton,78.84,1015,20,5.91
Lumberton,80.22,1014,28,6.51
Lumberton,83.55,1014,34,5.7
Lumberton,85.42,1014,60,1.01
Lumberton,87.42,1013,29,5.5
Lumberton,88.79,1012,16,5.14
Lumberton,89.22,1011,9,4.99
Lumberton,85.26,1011,22,5.77
Lumberton,85.66,1012,254,3.31
Lumberton,83.48,1012,206,4.05
Lumberton,81.61,1013,198,5.1
Lumberton,81.84,1013,212,4.5
Lumberton,81.1,1013,219,4.12
Lumberton,80.2,1014,220,4.12
Lumberton,79.16,1014,235,3.78
Lumberton,78.98,1013,245,3.98
Lumberton,78.06,1013,272,3.91
Lumberton,77.49,1013,266,4.34
Lumberton,76.8,1013,263,4.65
Lumberton,76.57,1013,263,4.38
Lumberton,75.83,1013,267,4.0
Lumberton,77.92,1014,278,3.51
Lumberton,81.39,1014,360,1.99
Lumberton,84.63,1015,0,1.01
Lumberton,87.44,1015,282,5.3
Lumberton,90.64,1014,285,5.1
Lumberton,92.26,1014,283,4.36
Lumberton,92.98,1013,275,3.62
Lumberton,94.26,1013,252,2.95
Lumberton,93.42,1012,223,4.61
Lumberton,93.78,1012,211,6.02
Lumberton,94.41,1011,205,3.33
Lumberton,86.25,1013,187,4.21
Lumberton,82.36,1013,202,2.91
Lumberton,80.13,1013,153,3.74
Lumberton,79.72,1014,169,3.02
Lumberton,78.51,1014,173,2.91
Lumberton,77.7,1014,176,3.04
Lumberton,76.82,1014,213,3.18
Lumberton,75.97,1014,235,2.37
Lumberton,75.15,1014,274,1.7
Lumberton,74.62,1014,278,2.04
Lumberton,74.44,1014,262,2.82
Lumberton,74.03,1015,293,2.19
Lumberton,73.78,1015,274,2.28
Lumberton,76.44,1015,279,1.52
Lumberton,79.79,1015,301,1.79
Lumberton,84.61,1015,277,3.0
Lumberton,87.82,1015,268,3.71
Lumberton,90.16,1015,253,4.18
Lumberton,91.54,1015,247,5.01
Lumberton,92.79,1014,235,4.7
Lumberton,93.36,1014,216,5.14
Lumberton,93.76,1013,215,6.55
Lumberton,92.3,1012,237,4.76
Lumberton,92.08,1012,284,3.96
Lumberton,86.04,1012,180,7.72
Lumberton,82.72,1013,96,3.74
Lumberton,80.82,1013,69,5.61
Lumberton,79.03,1013,132,3.44
Lumberton,78.1,1014,92,4.07
Lumberton,77.54,1014,88,3.31
Lumberton,77.18,1014,81,3.22
Lumberton,75.92,1014,53,3.0
Lumberton,75.51,1014,74,3.4
Lumberton,75.07,1014,77,3.71
Lumberton,74.64,1014,88,2.44
Lumberton,74.43,1014,89,2.46
Lumberton,74.08,1014,96,2.13
Lumberton,75.96,1015,46,3.2
Lumberton,78.75,1016,40,3.56
Lumberton,84.67,1016,82,2.42
Lumberton,86.94,1016,142,3.36
Lumberton,88.74,1015,137,4.43
Lumberton,91.26,1014,153,5.17
Lumberton,90.91,1015,158,5.84
Lumberton,91.8,1014,161,6.87
Lumberton,92.43,1013,167,7.58
Lumberton,91.87,1012,172,8.32
Lumberton,90.82,1012,172,7.52
College Station,89.76,1012,70,6.91
College Station,85.98,1012,80,6.91
College Station,82.56,1012,60,4.61
College Station,81.05,1013,80,5.75
College Station,79.12,1014,120,6.91
College Station,77.99,1014,110,5.75
College Station,76.71,1014,90,5.75
College Station,76.15,1014,110,8.05
College Station,74.84,1013,100,4.61
College Station,72.61,1013,90,4.61
College Station,72.19,1013,130,3.44
College Station,71.13,1014,120,3.44
College Station,70.32,1014,90,4.61
College Station,71.96,1014,110,3.44
College Station,76.86,1015,140,4.61
College Station,94.8,1011,180,5.75
College Station,88.61,1011,170,6.91
College Station,85.12,1012,180,4.61
College Station,84.15,1013,180,3.44
College Station,81.5,1014,260,4.61
College Station,79.75,1014,200,4.61
College Station,79.43,1014,190,4.61
College Station,78.4,1014,220,5.75
College Station,78.04,1013,0,0.0
College Station,77.88,1013,230,3.44
College Station,76.98,1013,260,3.44
College Station,76.68,1014,280,3.44
College Station,75.76,1014,250,4.61
College Station,77.29,1015,280,4.61
College Station,80.01,1016,280,4.61
College Station,83.82,1016,10,3.44
College Station,87.78,1016,340,6.91
College Station,89.98,1016,20,9.22
College Station,90.84,1015,50,4.61
College Station,92.62,1014,20,9.22
College Station,93.38,1013,30,12.66
College Station,94.46,1012,20,12.66
College Station,93.22,1011,60,11.5
College Station,91.74,1011,80,9.22
College Station,92.17,1011,150,9.22
College Station,87.62,1011,170,6.91
College Station,85.39,1012,160,8.05
College Station,84.15,1012,170,10.36
College Station,83.14,1013,190,8.05
College Station,82.09,1013,190,6.91
College Station,81.37,1013,200,8.05
College Station,79.86,1013,190,5.75
College Station,78.78,1013,210,4.61
College Station,78.3,1013,240,3.44
College Station,77.43,1012,190,5.75
College Station,76.46,1013,190,5.75
College Station,75.94,1013,210,3.44
College Station,76.89,1013,220,5.75
College Station,80.08,1014,220,9.22
College Station,83.53,1015,230,12.66
College Station,87.78,1015,240,12.66
College Station,90.64,1014,220,10.36
College Station,93.92,1014,0,5.75
College Station,95.9,1013,250,8.05
College Station,97.03,1012,0,5.75
College Station,98.11,1011,0,0.0
College Station,97.79,1011,0,0.0
College Station,96.37,1010,0,0.0
College Station,87.49,1012,180,6.91
College Station,83.64,1012,170,5.75
College Station,81.39,1013,140,6.91
College Station,80.46,1013,140,5.75
College Station,79.23,1014,170,5.75
College Station,78.69,1014,170,6.91
College Station,78.06,1014,180,6.91
College Station,76.96,1014,190,5.75
College Station,76.37,1014,180,3.44
College Station,75.38,1014,160,3.44
College Station,75.0,1014,140,3.44
College Station,74.5,1014,130,4.61
College Station,73.71,1015,110,3.44
College Station,74.88,1015,130,4.61
College Station,79.41,1015,160,4.61
College Station,83.59,1015,240,9.22
College Station,86.72,1015,220,9.22
College Station,89.51,1015,220,12.66
College Station,91.58,1014,190,8.05
College Station,93.63,1014,220,9.22
College Station,95.16,1013,240,4.61
College Station,95.72,1013,270,8.05
College Station,96.15,1012,0,0.0
College Station,95.27,1012,0,0.0
College Station,90.14,1011,150,12.66
College Station,87.06,1011,160,6.91
College Station,84.16,1012,140,10.36
College Station,82.08,1013,120,6.91
College Station,80.4,1013,120,10.36
College Station,79.92,1013,170,5.75
College Station,78.58,1013,170,4.61
College Station,78.03,1013,170,3.44
College Station,77.09,1013,160,3.44
College Station,76.26,1014,120,3.44
College Station,75.29,1014,0,0.0
College Station,74.91,1014,170,3.44
College Station,74.89,1014,110,3.44
College Station,76.41,1015,120,3.44
College Station,81.07,1015,160,6.91
College Station,85.24,1015,170,10.36
College Station,88.11,1015,180,9.22
College Station,90.59,1015,130,5.75
College Station,92.79,1014,0,3.44
College Station,92.21,1014,120,3.44
College Station,93.09,1014,160,4.61
College Station,89.47,1013,180,5.75
College Station,89.28,1013,210,14.97
College Station,88.65,1012,190,9.22
Bryan,89.62,1012,60,4.61
Bryan,85.98,1012,50,3.44
Bryan,82.49,1012,60,3.44
Bryan,80.98,1013,70,3.44
Bryan,78.91,1015,70,3.44
Bryan,77.74,1014,90,3.44
Bryan,76.44,1014,80,4.61
Bryan,75.88,1014,100,3.44
Bryan,74.52,1013,0,0.0
Bryan,72.21,1013,0,0.0
Bryan,71.82,1013,0,0.0
Bryan,70.72,1014,0,0.0
Bryan,69.98,1014,0,0.0
Bryan,71.55,1014,0,0.0
Bryan,76.46,1015,0,0.0
Bryan,94.66,1011,130,8.05
Bryan,88.56,1012,140,6.91
Bryan,85.08,1013,0,0.0
Bryan,83.88,1014,300,3.44
Bryan,81.32,1014,0,0.0
Bryan,79.61,1014,0,0.0
Bryan,79.21,1014,0,0.0
Bryan,78.19,1014,0,0.0
Bryan,77.83,1013,0,0.0
Bryan,77.65,1013,300,4.61
Bryan,76.73,1013,280,4.61
Bryan,76.46,1014,0,0.0
Bryan,75.58,1014,240,3.44
Bryan,77.05,1015,270,3.44
Bryan,79.74,1016,340,3.44
Bryan,83.5,1016,310,4.61
Bryan,87.6,1016,330,5.75
Bryan,89.62,1016,30,10.36
Bryan,90.54,1016,40,8.05
Bryan,92.17,1015,60,6.91
Bryan,93.0,1014,60,6.91
Bryan,94.15,1012,50,11.5
Bryan,93.0,1011,50,4.61
Bryan,91.62,1011,90,5.75
Bryan,92.03,1011,130,6.91
Bryan,87.62,1011,140,5.75
Bryan,85.33,1012,150,6.91
Bryan,84.06,1012,160,4.61
Bryan,83.05,1013,200,8.05
Bryan,82.06,1013,190,8.05
Bryan,81.36,1013,200,6.91
Bryan,79.83,1013,180,5.75
Bryan,78.73,1013,210,5.75
Bryan,78.21,1013,210,6.91
Bryan,77.32,1012,210,4.61
Bryan,76.33,1013,210,4.61
Bryan,75.83,1013,220,4.61
Bryan,76.75,1013,220,5.75
Bryan,79.9,1014,230,6.91
Bryan,83.41,1015,230,10.36
Bryan,87.53,1015,240,8.05
Bryan,90.46,1014,240,5.75
Bryan,93.79,1014,250,5.75
Bryan,95.79,1013,260,9.22
Bryan,96.82,1012,270,4.61
Bryan,97.93,1011,210,3.44
Bryan,97.57,1011,190,4.61
Bryan,96.28,1010,130,4.61
Bryan,87.31,1012,180,6.91
Bryan,83.5,1012,130,5.75
Bryan,81.16,1013,130,4.61
Bryan,80.28,1013,150,5.75
Bryan,79.09,1014,150,4.61
Bryan,78.64,1014,170,6.91
Bryan,77.92,1014,180,8.05
Bryan,76.87,1014,190,4.61
Bryan,76.3,1014,170,4.61
Bryan,75.29,1014,140,3.44
Bryan,74.97,1014,0,0.0
Bryan,74.48,1014,0,0.0
Bryan,73.67,1015,0,0.0
Bryan,74.68,1015,110,3.44
Bryan,79.12,1015,160,3.44
Bryan,83.35,1015,220,6.91
Bryan,86.43,1015,250,9.22
Bryan,89.33,1015,230,6.91
Bryan,91.31,1014,170,12.66
Bryan,93.42,1014,200,4.61
Bryan,94.91,1013,170,6.91
Bryan,95.41,1013,200,5.75
Bryan,95.92,1012,140,4.61
Bryan,95.13,1012,0,0.0
Bryan,90.3,1011,140,12.66
Bryan,87.04,1011,130,6.91
Bryan,84.2,1012,140,9.22
Bryan,82.04,1013,120,4.61
Bryan,80.35,1013,130,5.75
Bryan,79.97,1013,170,5.75
Bryan,78.58,1013,150,3.44
Bryan,78.01,1013,0,0.0
Bryan,77.09,1013,160,5.75
Bryan,76.24,1014,0,0.0
Bryan,75.18,1014,0,0.0
Bryan,74.84,1014,0,0.0
Bryan,74.77,1014,0,0.0
Bryan,76.19,1015,0,0.0
Bryan,80.76,1015,0,0.0
Bryan,85.15,1015,150,6.91
Bryan,87.89,1015,150,3.44
Bryan,90.36,1015,130,5.75
Bryan,92.57,1014,90,5.75
Bryan,92.05,1014,190,3.44
Bryan,92.93,1014,160,4.61
Bryan,89.37,1014,190,6.91
Bryan,89.29,1013,170,9.22
Bryan,88.63,1012,170,9.22
Lake Jackson,85.44,1012,201,1.01
Lake Jackson,82.9,1012,90,3.44
Lake Jackson,81.39,1013,90,3.44
Lake Jackson,81.05,1013,80,4.61
Lake Jackson,80.11,1014,80,3.44
Lake Jackson,80.17,1014,60,3.44
Lake Jackson,79.61,1013,80,4.61
Lake Jackson,79.0,1013,10,3.44
Lake Jackson,77.18,1013,10,3.44
Lake Jackson,75.7,1013,0,0.0
Lake Jackson,75.29,1013,0,0.0
Lake Jackson,75.18,1013,360,4.61
Lake Jackson,74.64,1014,30,3.44
Lake Jackson,76.1,1014,17,5.68
Lake Jackson,80.31,1014,40,6.91
Lake Jackson,86.7,1013,200,8.05
Lake Jackson,83.03,1013,190,5.75
Lake Jackson,82.78,1013,210,3.44
Lake Jackson,82.08,1013,210,4.61
Lake Jackson,81.05,1014,200,3.44
Lake Jackson,80.02,1014,272,1.01
Lake Jackson,79.63,1014,171,1.01
Lake Jackson,79.75,1014,200,4.61
Lake Jackson,79.5,1014,190,3.44
Lake Jackson,79.77,1014,240,3.44
Lake Jackson,78.91,1014,240,3.44
Lake Jackson,79.0,1014,250,3.44
Lake Jackson,78.85,1015,0,0.0
Lake Jackson,79.27,1015,340,3.44
Lake Jackson,79.48,1016,306,1.01
Lake Jackson,77.68,1017,0,3.44
Lake Jackson,81.03,1017,310,5.75
Lake Jackson,82.78,1016,316,1.01
Lake Jackson,84.69,1015,316,1.01
Lake Jackson,87.48,1014,330,3.44
Lake Jackson,88.2,1014,80,8.05
Lake Jackson,90.46,1013,136,1.01
Lake Jackson,89.78,1013,220,1.01
Lake Jackson,87.58,1013,12,1.01
Lake Jackson,86.54,1014,180,9.22
Lake Jackson,84.51,1013,156,1.99
Lake Jackson,83.52,1013,123,1.01
Lake Jackson,83.07,1014,200,5.75
Lake Jackson,82.31,1014,200,4.61
Lake Jackson,81.72,1014,0,0.0
Lake Jackson,80.8,1014,200,3.44
Lake Jackson,80.62,1013,0,0.0
Lake Jackson,80.62,1013,0,0.0
Lake Jackson,80.15,1013,230,3.44
Lake Jackson,79.43,1013,0,0.0
Lake Jackson,78.55,1013,0,0.0
Lake Jackson,78.04,1013,0,0.0
Lake Jackson,79.2,1014,0,0.0
Lake Jackson,83.3,1015,195,1.99
Lake Jackson,86.41,1015,212,3.0
Lake Jackson,88.09,1015,212,3.0
Lake Jackson,89.26,1015,0,5.75
Lake Jackson,92.59,1016,200,5.75
Lake Jackson,94.17,1015,0,4.61
Lake Jackson,93.15,1013,184,1.01
Lake Jackson,92.59,1013,180,3.0
Lake Jackson,92.32,1012,207,1.99
Lake Jackson,90.39,1012,207,1.99
Lake Jackson,79.59,1012,157,6.55
Lake Jackson,77.02,1012,0,0.0
Lake Jackson,76.32,1013,0,0.0
Lake Jackson,76.15,1013,0,0.0
Lake Jackson,78.49,1013,0,0.0
Lake Jackson,77.7,1015,0,0.0
Lake Jackson,77.97,1014,0,0.0
Lake Jackson,76.78,1014,0,0.0
Lake Jackson,77.74,1014,0,0.0
Lake Jackson,77.68,1014,0,0.0
Lake Jackson,77.11,1014,0,0.0
Lake Jackson,76.53,1014,0,0.0
Lake Jackson,75.29,1015,40,3.44
Lake Jackson,76.41,1015,0,0.0
Lake Jackson,81.79,1015,0,0.0
Lake Jackson,84.47,1015,0,0.0
Lake Jackson,88.92,1017,0,3.44
Lake Jackson,89.91,1015,200,1.99
Lake Jackson,91.62,1015,216,3.0
Lake Jackson,92.03,1014,216,3.0
Lake Jackson,92.03,1015,0,6.91
Lake Jackson,91.76,1014,138,1.99
Lake Jackson,90.79,1014,180,9.22
Lake Jackson,88.45,1014,180,11.5
Lake Jackson,85.42,1012,130,4.61
Lake Jackson,83.05,1012,160,5.75
Lake Jackson,82.29,1013,110,3.44
Lake Jackson,81.07,1013,0,0.0
Lake Jackson,80.96,1013,0,0.0
Lake Jackson,80.55,1014,0,0.0
Lake Jackson,79.74,1014,0,0.0
Lake Jackson,79.92,1013,0,0.0
Lake Jackson,79.43,1013,0,0.0
Lake Jackson,80.04,1013,0,0.0
Lake Jackson,79.74,1014,0,0.0
Lake Jackson,79.54,1014,0,0.0
Lake Jackson,77.72,1014,0,0.0
Lake Jackson,79.11,1015,90,5.75
Lake Jackson,79.81,1016,0,0.0
Lake Jackson,82.83,1016,110,4.61
Lake Jackson,85.01,1017,160,3.44
Lake Jackson,88.18,1016,180,6.91
Lake Jackson,88.59,1015,163,1.99
Lake Jackson,89.74,1015,163,1.99
Lake Jackson,88.65,1015,340,5.75
Lake Jackson,87.75,1014,215,1.99
Lake Jackson,83.64,1014,90,6.91
Lake Jackson,76.01,1014,170,10.36
Sulphur,81.21,1013,40,3.44
Sulphur,77.61,1013,10,4.61
Sulphur,75.07,1014,0,0.0
Sulphur,73.92,1015,0,0.0
Sulphur,72.46,1015,0,0.0
Sulphur,72.21,1014,0,0.0
Sulphur,71.71,1014,0,0.0
Sulphur,71.24,1014,0,0.0
Sulphur,70.45,1013,360,3.44
Sulphur,69.49,1014,0,0.0
Sulphur,69.01,1014,0,0.0
Sulphur,68.25,1014,340,4.61
Sulphur,67.28,1014,360,3.44
Sulphur,71.1,1015,350,3.44
Sulphur,75.34,1015,0,0.0
Sulphur,86.54,1012,210,10.36
Sulphur,84.06,1012,220,6.91
Sulphur,82.92,1013,210,4.61
Sulphur,82.2,1013,200,3.44
Sulphur,82.99,1014,240,4.61
Sulphur,82.11,1014,220,5.75
Sulphur,81.25,1014,250,4.61
Sulphur,81.41,1014,0,0.0
Sulphur,80.83,1014,320,3.44
Sulphur,80.49,1014,0,0.0
Sulphur,79.63,1013,0,0.0
Sulphur,79.43,1014,260,9.22
Sulphur,78.3,1014,0,0.0
Sulphur,76.53,1014,90,4.61
Sulphur,76.51,1015,10,8.05
Sulphur,75.11,1016,360,5.75
Sulphur,73.96,1017,210,6.91
Sulphur,75.16,1017,200,4.61
Sulphur,76.89,1016,50,4.61
Sulphur,79.56,1014,30,9.22
Sulphur,82.71,1014,360,8.05
Sulphur,84.33,1014,30,4.61
Sulphur,84.4,1013,40,8.05
Sulphur,83.16,1012,50,6.91
Sulphur,83.3,1013,180,10.36
Sulphur,81.43,1013,0,0.0
Sulphur,79.81,1014,300,4.61
Sulphur,79.05,1014,190,3.44
Sulphur,78.82,1014,0,0.0
Sulphur,78.33,1014,0,0.0
Sulphur,78.39,1014,0,0.0
Sulphur,78.12,1014,0,0.0
Sulphur,77.38,1013,0,0.0
Sulphur,77.5,1013,0,0.0
Sulphur,77.76,1013,0,0.0
Sulphur,77.56,1014,0,0.0
Sulphur,77.22,1014,0,0.0
Sulphur,79.36,1014,0,0.0
Sulphur,83.91,1015,290,5.75
Sulphur,86.32,1015,280,10.36
Sulphur,88.65,1015,300,5.75
Sulphur,89.85,1015,290,8.05
Sulphur,91.11,1015,0,0.0
Sulphur,92.52,1014,280,5.75
Sulphur,93.36,1013,230,6.91
Sulphur,93.07,1012,270,3.44
Sulphur,92.14,1012,240,8.05
Sulphur,90.64,1012,220,8.05
Sulphur,87.85,1014,0,0.0
Sulphur,83.07,1014,0,0.0
Sulphur,81.34,1014,0,0.0
Sulphur,80.98,1015,0,0.0
Sulphur,79.48,1015,0,0.0
Sulphur,77.92,1015,0,0.0
Sulphur,77.52,1015,0,0.0
Sulphur,77.14,1015,0,0.0
Sulphur,76.84,1015,0,0.0
Sulphur,76.03,1015,0,0.0
Sulphur,75.81,1015,0,0.0
Sulphur,75.27,1015,0,0.0
Sulphur,75.4,1015,0,0.0
Sulphur,77.41,1016,0,0.0
Sulphur,82.42,1016,350,3.44
Sulphur,85.24,1016,0,0.0
Sulphur,87.55,1016,320,4.61
Sulphur,89.31,1015,240,4.61
Sulphur,90.68,1015,310,6.91
Sulphur,91.96,1014,220,4.61
Sulphur,91.85,1014,290,5.75
Sulphur,91.35,1013,0,0.0
Sulphur,87.91,1013,90,9.22
Sulphur,86.83,1013,150,12.66
Sulphur,84.25,1013,180,5.75
Sulphur,79.57,1013,20,5.75
Sulphur,78.19,1014,0,0.0
Sulphur,77.2,1014,0,0.0
Sulphur,76.12,1014,10,3.44
Sulphur,75.76,1014,90,3.44
Sulphur,75.54,1014,0,0.0
Sulphur,74.62,1014,0,0.0
Sulphur,73.89,1014,0,0.0
Sulphur,73.56,1014,0,0.0
Sulphur,74.05,1015,0,0.0
Sulphur,73.29,1015,0,0.0
Sulphur,73.4,1015,0,0.0
Sulphur,75.85,1016,0,0.0
Sulphur,81.23,1016,60,5.75
Sulphur,84.92,1017,0,0.0
Sulphur,87.57,1016,0,0.0
Sulphur,90.23,1016,200,3.44
Sulphur,89.98,1016,190,6.91
Sulphur,91.71,1015,0,0.0
Sulphur,92.55,1015,0,0.0
Sulphur,93.47,1014,140,5.75
Sulphur,91.74,1014,190,10.36
Sulphur,90.01,1014,210,6.91
Tomball,86.9,1011,110,4.61
Tomball,84.78,1012,100,3.44
Tomball,82.99,1012,109,1.01
Tomball,81.91,1013,84,1.99
Tomball,79.97,1013,153,1.01
Tomball,78.39,1013,83,7.09
Tomball,76.98,1013,84,5.75
Tomball,75.06,1013,82,4.97
Tomball,73.94,1013,83,4.36
Tomball,72.66,1013,0,0.0
Tomball,71.92,1013,0,0.0
Tomball,71.06,1013,0,0.0
Tomball,70.95,1014,0,0.0
Tomball,71.58,1014,0,0.0
Tomball,75.22,1014,0,0.0
Tomball,91.62,1010,220,5.75
Tomball,87.31,1011,0,0.0
Tomball,86.31,1012,210,5.75
Tomball,85.1,1013,220,3.44
Tomball,83.44,1013,210,5.75
Tomball,82.72,1013,209,1.01
Tomball,81.82,1013,201,1.01
Tomball,81.59,1013,230,5.75
Tomball,81.05,1014,250,6.91
Tomball,79.84,1013,273,1.01
Tomball,79.79,1014,226,1.01
Tomball,77.72,1015,162,1.99
Tomball,74.37,1015,210,9.22
Tomball,73.96,1015,240,5.75
Tomball,74.46,1015,250,5.75
Tomball,76.35,1014,230,5.75
Tomball,79.68,1014,0,0.0
Tomball,83.66,1016,0,0.0
Tomball,89.58,1015,0,6.91
Tomball,91.76,1013,120,1.01
Tomball,92.77,1012,274,1.01
Tomball,92.39,1011,0,5.75
Tomball,91.15,1011,130,6.91
Tomball,89.58,1011,70,10.36
Tomball,91.45,1012,0,0.0
Tomball,87.39,1011,197,5.26
Tomball,85.33,1012,119,1.01
Tomball,83.64,1013,210,1.01
Tomball,82.78,1013,233,1.01
Tomball,81.82,1013,186,1.01
Tomball,80.26,1013,200,4.61
Tomball,79.21,1013,212,6.26
Tomball,78.3,1013,0,0.0
Tomball,78.04,1013,229,4.72
Tomball,77.27,1013,239,4.9
Tomball,77.32,1013,240,4.61
Tomball,76.91,1013,250,3.44
Tomball,77.18,1014,250,3.44
Tomball,79.79,1014,250,5.75
Tomball,83.44,1015,236,1.01
Tomball,86.18,1015,250,11.5
Tomball,89.13,1015,248,1.01
Tomball,91.38,1014,260,6.91
